Time;Urban delivery, 3.5t;Regional delivery, 3.5t;Long haul, 3.5t;Urban delivery, 7.5t;Regional delivery, 8.5t;Long haul, 7.5t;Urban delivery, 18t;Regional delivery, 18t;Long haul, 18t;Urban delivery, 26t;Regional delivery, 26t;Long haul, 26t;Urban delivery, 40t;Regional delivery, 40t;Long haul, 40t;Urban delivery, 60t;Regional delivery, 60t;Long haul, 60t
2105;0.0;;85.0;0.0;;85.0;38.0;;85.0;48.0;;85.0;48.0;;85.0;28.4;;85.0
2106;0.0;;85.0;0.0;;85.0;38.0;;85.0;48.0;;85.0;48.0;;85.0;28.6;;85.0
2107;0.0;;85.0;0.0;;85.0;37.1;;85.0;48.0;;85.0;48.0;;85.0;28.9;;85.0
2108;0.0;;85.0;0.0;;85.0;34.4;;85.0;48.0;;85.0;47.3;;85.0;29.2;;85.0
2109;0.0;;85.0;0.0;;85.0;30.8;;85.0;48.0;;85.0;44.8;;85.0;29.6;;85.0
2110;0.0;;85.0;0.0;;85.0;27.2;;85.0;48.0;;85.0;41.2;;85.0;29.9;;85.0
2111;0.0;;85.0;0.0;;85.0;23.6;;85.0;47.9;;85.0;38.7;;85.0;29.9;;85.0
2112;0.0;;85.0;0.0;;85.0;20.0;;85.0;47.8;;85.0;38.0;;85.0;30.3;;85.0
2113;0.0;;85.0;0.0;;85.0;16.4;;85.0;47.8;;85.0;38.0;;85.0;31.4;;85.0
2114;0.0;;85.0;0.0;;85.0;12.8;;85.0;48.0;;85.0;38.0;;85.0;32.7;;85.0
2115;0.0;;85.0;0.0;;85.0;9.2;;85.0;48.0;;85.0;38.0;;85.0;34.0;;85.0
2116;0.0;;85.0;0.0;;85.0;5.7;;85.0;48.0;;85.0;37.2;;85.0;35.3;;85.0
2117;0.0;;85.0;1.5;;85.0;2.3;;85.0;48.0;;85.0;34.6;;85.0;36.6;;85.0
2118;0.0;;85.0;4.7;;85.0;0.3;;85.0;48.0;;85.0;31.0;;85.0;37.9;;85.0
2119;0.0;;85.0;8.3;;85.0;0.0;;85.0;48.0;;85.0;27.4;;85.0;39.1;;85.0
2120;0.0;;85.0;11.9;;85.0;0.0;;85.0;48.0;;85.0;23.8;;85.0;40.2;;85.0
2121;0.5;;85.0;15.4;;85.0;0.0;;85.0;48.0;;85.0;20.2;;85.0;41.3;;85.0
2122;2.8;;85.0;16.9;;85.0;0.0;;85.0;48.0;;85.0;16.6;;85.0;42.3;;85.0
2123;6.4;;85.0;16.8;;85.0;0.0;;85.0;48.0;;85.0;13.0;;85.0;43.3;;85.0
2124;10.0;;85.0;18.5;;85.0;0.0;;85.0;48.0;;85.0;9.4;;85.0;43.6;;85.0
2125;13.6;;85.0;22.1;;85.0;0.0;;85.0;48.0;;85.0;5.9;;85.0;43.7;;85.0
2126;16.1;;85.0;25.7;;85.0;0.0;;85.0;48.0;;85.0;2.4;;85.0;44.4;;85.0
2127;16.4;;85.0;28.8;;85.0;0.0;;85.0;48.0;;85.0;0.3;;85.0;44.4;;85.0
2128;17.0;;85.0;29.9;;85.0;0.0;;85.0;48.0;;85.0;0.0;;85.0;43.5;;85.0
2129;19.6;;85.0;29.9;;85.0;0.0;;85.0;48.0;;85.0;0.0;;85.0;42.9;;85.0
2130;23.2;;85.0;31.7;;85.0;0.0;;85.0;48.0;;85.0;0.0;;85.0;43.0;;85.0
2131;26.8;;85.0;34.9;;85.0;0.0;;85.0;48.0;;85.0;0.0;;85.0;43.0;;85.0
2132;28.8;;85.0;38.0;;85.0;0.0;;85.0;48.0;;85.0;0.0;;85.0;43.0;;85.0
2133;28.7;;85.0;40.9;;85.0;0.0;;85.0;48.0;;85.0;0.0;;85.0;43.0;;85.0
2134;29.4;;85.0;43.6;;85.0;0.0;;85.0;48.0;;85.0;0.0;;85.0;43.0;;85.0
2135;32.1;;85.0;45.9;;85.0;0.0;;85.0;48.0;;85.0;0.0;;85.0;43.2;;85.0
2136;35.3;;85.0;47.1;;85.0;0.0;;85.0;46.9;;85.0;0.0;;85.0;43.6;;85.0
2137;38.3;;85.0;47.9;;85.0;0.0;;85.0;43.9;;85.0;0.0;;85.0;44.2;;85.0
2138;41.2;;85.0;49.2;;85.0;0.0;;85.0;40.3;;85.0;0.0;;85.0;44.6;;85.0
2139;43.9;;85.0;49.9;;85.0;0.0;;85.0;38.3;;85.0;0.0;;85.0;45.0;;85.0
2140;46.2;;85.0;48.0;;85.0;0.0;;85.0;38.0;;85.0;0.0;;85.0;45.8;;85.0
2141;47.1;;85.0;44.4;;85.0;0.0;;85.0;38.0;;85.0;0.0;;85.0;46.8;;85.0
2142;47.5;;85.0;40.8;;85.0;0.0;;85.0;38.0;;85.0;0.0;;85.0;47.7;;85.0
2143;48.9;;85.0;37.5;;85.0;0.0;;85.0;38.0;;85.0;0.0;;85.0;48.0;;85.0
2144;49.3;;85.0;36.0;;85.0;0.0;;85.0;36.2;;85.0;0.0;;85.0;48.0;;85.0
2145;47.0;;85.0;36.0;;85.0;0.0;;85.0;32.6;;85.0;0.0;;85.0;48.0;;85.0
2146;43.4;;85.0;36.0;;85.0;0.0;;85.0;29.0;;85.0;0.0;;85.0;48.0;;85.0
2147;39.8;;85.0;36.0;;85.0;0.0;;85.0;25.4;;85.0;0.0;;85.0;48.0;;85.0
2148;37.0;;85.0;36.0;;85.0;0.0;;85.0;21.8;;85.0;0.0;;85.0;48.0;;85.0
2149;36.0;;85.0;34.9;;85.0;0.0;;85.0;18.2;;85.0;0.0;;85.0;48.0;;85.0
2150;36.0;;85.0;32.0;;85.0;0.0;;85.0;14.6;;85.0;0.0;;85.0;47.9;;85.0
2151;36.0;;85.0;28.5;;85.0;0.0;;85.0;11.0;;85.0;0.0;;85.0;47.9;;85.0
2152;36.0;;85.0;25.0;;85.0;0.0;;85.0;7.5;;85.0;0.0;;85.0;48.0;;85.0
2153;36.0;;85.0;21.6;;85.0;1.5;;85.0;4.0;;85.0;0.0;;85.0;48.0;;85.0
2154;34.5;;85.0;18.1;;85.0;4.8;;85.0;1.1;;85.0;0.0;;85.0;48.0;;85.0
2155;31.3;;85.0;14.6;;85.0;8.3;;85.0;0.0;;85.0;0.0;;85.0;48.0;;85.0
2156;27.9;;85.0;11.2;;85.0;10.1;;85.0;0.0;;85.0;0.0;;85.0;48.0;;85.0
2157;24.4;;85.0;7.7;;85.0;10.1;;85.0;0.0;;85.0;0.0;;85.0;48.0;;85.0
2158;20.9;;85.0;4.4;;85.0;11.8;;85.0;0.0;;85.0;0.0;;85.0;48.0;;85.0
2159;17.5;;85.0;1.4;;85.0;15.4;;85.0;0.0;;85.0;0.0;;85.0;48.0;;85.0
2160;14.0;;85.0;0.0;;85.0;19.0;;85.0;0.0;;85.0;0.0;;85.0;48.0;;85.0
2161;10.5;;85.0;0.0;;85.0;21.3;;85.0;0.0;;85.0;0.0;;85.0;47.8;;85.0
2162;7.1;;85.0;0.0;;85.0;21.7;;85.0;0.0;;85.0;1.4;;85.0;47.8;;85.0
2163;3.8;;85.0;0.0;;85.0;22.5;;85.0;0.0;;85.0;4.7;;85.0;48.0;;85.0
2164;1.1;;85.0;0.0;;85.0;25.1;;85.0;0.0;;85.0;7.6;;85.0;48.0;;85.0
2165;0.0;;85.0;0.0;;85.0;28.2;;85.0;0.0;;85.0;9.3;;85.0;48.0;;85.0
2166;0.0;;85.0;0.0;;85.0;31.2;;85.0;0.0;;85.0;11.7;;85.0;48.0;;85.0
2167;0.0;;85.0;0.0;;85.0;34.2;;85.0;0.0;;85.0;15.2;;85.0;48.0;;85.0
2168;0.0;;85.0;0.0;;85.0;37.0;;85.0;0.0;;85.0;16.9;;85.0;48.0;;85.0
2169;0.0;;85.0;0.0;;85.0;38.7;;85.0;0.0;;85.0;18.6;;85.0;48.0;;85.0
2170;0.0;;85.0;0.0;;85.0;39.2;;85.0;0.0;;85.0;20.9;;85.0;48.0;;85.0
2171;0.0;;85.0;0.0;;85.0;40.5;;85.0;0.0;;85.0;22.2;;85.0;48.0;;85.0
2172;0.0;;85.0;0.0;;85.0;43.1;;85.0;0.0;;85.0;24.4;;85.0;48.0;;85.0
2173;0.0;;85.0;0.0;;85.0;45.7;;85.0;0.0;;85.0;27.1;;85.0;48.0;;85.0
2174;0.0;;85.0;0.0;;85.0;48.2;;85.0;0.0;;85.0;28.3;;85.0;47.6;;85.0
2175;0.0;;85.0;0.0;;85.0;49.7;;85.0;0.0;;85.0;29.5;;85.0;45.3;;85.0
2176;0.0;;85.0;0.0;;85.0;50.0;;85.0;0.0;;85.0;31.9;;85.0;41.8;;85.0
2177;0.0;;85.0;0.0;;85.0;48.2;;85.0;0.0;;85.0;33.7;;85.0;39.0;;85.0
2178;0.0;;85.0;0.0;;85.0;44.6;;85.0;0.0;;85.0;34.8;;85.0;38.0;;85.0
2179;0.0;;85.0;0.3;;85.0;41.0;;85.0;0.0;;85.0;36.8;;85.0;38.0;;85.0
2180;0.0;;85.0;2.4;;85.0;37.6;;85.0;0.0;;85.0;39.5;;85.0;38.0;;85.0
2181;0.0;;85.0;6.0;;85.0;36.0;;85.0;0.0;;85.0;41.9;;85.0;38.0;;85.0
2182;0.0;;85.0;9.3;;85.0;36.0;;85.0;0.0;;85.0;43.5;;85.0;36.9;;85.0
2183;0.0;;85.0;10.9;;85.0;36.0;;85.0;0.0;;85.0;45.2;;85.0;34.0;;85.0
2184;0.6;;85.0;11.0;;85.0;36.0;;85.0;0.0;;85.0;47.5;;85.0;30.4;;85.0
2185;3.1;;85.0;11.0;;85.0;36.0;;85.0;0.0;;85.0;49.3;;85.0;26.8;;85.0
2186;6.7;;85.0;11.0;;85.0;34.9;;85.0;0.0;;85.0;48.3;;85.0;23.2;;85.0
2187;9.7;;85.0;11.0;;85.0;32.2;;85.0;0.0;;85.0;45.1;;85.0;19.6;;85.0
2188;11.0;;85.0;11.0;;85.0;28.7;;85.0;0.0;;85.0;41.5;;85.0;16.0;;85.0
2189;11.0;;85.0;11.0;;85.0;25.2;;85.0;0.6;;85.0;38.1;;85.0;12.4;;85.0
2190;11.0;;85.0;11.0;;85.0;21.7;;85.0;2.7;;85.0;36.3;;85.0;8.9;;85.0
2191;11.0;;85.0;11.0;;85.0;18.3;;85.0;6.0;;85.0;36.0;;85.0;5.3;;85.0
2192;11.0;;85.0;11.0;;85.0;14.8;;85.0;9.5;;85.0;36.0;;85.0;1.9;;85.0
2193;11.0;;85.0;11.0;;85.0;11.3;;85.0;11.3;;85.0;36.0;;85.0;0.1;;85.0
2194;11.0;;85.0;11.0;;85.0;7.9;;85.0;11.4;;85.0;36.0;;85.0;0.0;;85.0
2195;11.0;;85.0;11.0;;85.0;4.5;;85.0;12.9;;85.0;35.6;;85.0;0.0;;85.0
2196;11.0;;85.0;11.0;;85.0;1.4;;85.0;16.1;;85.0;33.4;;85.0;0.0;;85.0
2197;11.0;;85.0;11.0;;85.0;0.0;;85.0;19.4;;85.0;30.0;;85.0;0.0;;85.0
2198;11.0;;85.0;11.0;;85.0;0.0;;85.0;22.1;;85.0;26.5;;85.0;0.0;;85.0
2199;11.0;;85.0;11.0;;85.0;0.0;;85.0;23.1;;85.0;23.0;;85.0;0.0;;85.0
2200;11.0;;85.0;11.0;;85.0;0.0;;85.0;23.1;;85.0;19.5;;85.0;0.0;;85.0
2201;11.0;;85.0;11.0;;85.0;0.0;;85.0;24.2;;85.0;16.1;;85.0;0.0;;85.0
2202;11.0;;85.0;11.0;;85.0;0.0;;85.0;26.4;;85.0;12.6;;85.0;0.0;;85.0
2203;11.0;;85.0;11.0;;85.0;0.0;;85.0;28.6;;85.0;9.1;;85.0;0.0;;85.0
2204;11.0;;85.0;11.0;;85.0;0.0;;85.0;30.9;;85.0;5.7;;85.0;0.0;;85.0
2205;11.0;;85.0;11.0;;85.0;0.0;;85.0;33.1;;85.0;2.4;;85.0;0.0;;85.0
2206;11.0;;85.0;11.0;;85.0;0.0;;85.0;35.3;;85.0;0.4;;85.0;0.0;;85.0
2207;11.0;;85.0;11.0;;85.0;0.0;;85.0;37.3;;85.0;0.0;;85.0;0.0;;85.0
2208;11.0;;85.0;11.0;;85.0;0.0;;85.0;38.5;;85.0;0.0;;85.0;0.0;;85.0
2209;11.0;;85.0;11.0;;85.0;0.0;;85.0;39.2;;85.0;0.0;;85.0;0.0;;85.0
2210;11.0;;85.0;11.0;;85.0;0.0;;85.0;40.9;;85.0;0.0;;85.0;0.0;;85.0
2211;11.0;;85.0;11.0;;85.0;0.0;;85.0;43.2;;85.0;0.0;;85.0;0.0;;85.0
2212;11.0;;85.0;11.0;;85.0;0.0;;85.0;45.5;;85.0;0.0;;85.0;0.0;;85.0
2213;11.0;;85.0;11.0;;85.0;0.0;;85.0;47.7;;85.0;0.0;;85.0;0.0;;85.0
2214;11.0;;85.0;11.0;;85.0;0.0;;85.0;48.6;;85.0;0.0;;85.0;0.0;;85.0
2215;11.0;;85.0;9.5;;85.0;0.0;;85.0;46.6;;85.0;0.0;;85.0;0.0;;85.0
2216;11.0;;85.0;6.2;;85.0;0.2;;85.0;43.0;;85.0;0.0;;85.0;0.0;;85.0
2217;11.0;;85.0;2.8;;85.0;2.2;;85.0;39.4;;85.0;0.0;;85.0;0.0;;85.0
2218;11.0;;85.0;0.5;;85.0;5.8;;85.0;36.8;;85.0;0.0;;85.0;0.0;;85.0
2219;10.9;;85.0;0.0;;85.0;8.8;;85.0;36.0;;85.0;0.0;;85.0;0.0;;85.0
2220;9.1;;85.0;0.0;;85.0;10.2;;85.0;36.0;;85.0;0.0;;85.0;0.0;;85.0
2221;5.6;;85.0;0.0;;85.0;10.5;;85.0;36.0;;85.0;0.0;;85.0;0.0;;85.0
2222;2.1;;85.0;0.0;;85.0;10.9;;85.0;36.0;;85.0;0.0;;85.0;0.0;;85.0
2223;0.2;;85.0;0.0;;85.0;11.0;;85.0;36.0;;85.0;0.0;;85.0;0.0;;85.0
2224;0.0;;85.0;0.0;;85.0;11.0;;85.0;34.2;;85.0;0.0;;85.0;0.0;;85.0
2225;0.0;;85.0;0.0;;85.0;11.0;;85.0;30.7;;85.0;0.0;;85.0;0.0;;85.0
2226;0.0;;85.0;0.0;;85.0;11.0;;85.0;27.2;;85.0;1.4;;85.0;0.0;;85.0
2227;0.0;;85.0;0.0;;85.0;11.0;;85.0;23.8;;85.0;4.5;;85.0;0.0;;85.0
2228;0.0;;85.0;0.0;;85.0;11.0;;85.0;20.3;;85.0;7.5;;85.0;1.7;;85.0
2229;0.0;;85.0;0.0;;85.0;11.0;;85.0;16.8;;85.0;9.3;;85.0;5.2;;85.0
2230;0.0;;85.0;0.0;;85.0;11.0;;85.0;13.4;;85.0;10.5;;85.0;7.8;;85.0
2231;0.0;;85.0;0.0;;85.0;11.0;;85.0;9.9;;85.0;11.0;;85.0;9.4;;85.0
2232;0.0;;85.0;0.0;;85.0;11.0;;85.0;6.5;;85.0;11.0;;85.0;11.7;;85.0
2233;0.0;;85.0;0.0;;85.0;11.0;;85.0;3.2;;85.0;11.0;;85.0;14.7;;85.0
2234;0.0;;85.0;0.0;;85.0;11.0;;85.0;0.8;;85.0;11.0;;85.0;16.2;;85.0
2235;0.0;;85.0;0.0;;85.0;11.0;;85.0;0.0;;85.0;11.0;;85.0;17.7;;85.0
2236;0.0;;85.0;0.0;;85.0;11.0;;85.0;0.0;;85.0;11.0;;85.0;20.2;;85.0
2237;0.0;;85.0;0.0;;85.0;11.0;;85.0;0.0;;85.0;11.0;;85.0;21.8;;85.0
2238;0.0;;85.0;1.2;;85.0;11.0;;85.0;0.0;;85.0;11.0;;85.0;22.6;;85.0
2239;0.0;;85.0;4.3;;85.0;11.0;;85.0;0.0;;85.0;11.0;;85.0;24.2;;85.0
2240;0.0;;85.0;7.9;;85.0;11.0;;85.0;0.0;;85.0;11.0;;85.0;26.0;;85.0
2241;0.0;;85.0;11.5;;85.0;11.0;;85.0;0.0;;85.0;11.0;;85.0;26.8;;85.0
2242;0.0;;85.0;15.1;;85.0;11.0;;85.0;0.0;;85.0;11.0;;85.0;27.7;;85.0
2243;1.6;;85.0;16.7;;85.0;11.0;;85.0;0.0;;85.0;11.0;;85.0;29.5;;85.0
2244;5.0;;85.0;16.2;;84.9;11.0;;84.9;0.0;;85.0;11.0;;85.0;31.6;;85.0
2245;8.6;;85.0;17.6;;84.8;11.0;;84.8;0.0;;85.0;11.0;;85.0;33.3;;85.0
2246;12.2;;85.0;21.0;;84.8;11.0;;84.8;0.0;;85.0;11.0;;85.0;34.5;;85.0
2247;15.4;;85.0;24.6;;84.7;11.0;;84.7;0.0;;85.0;11.0;;85.0;35.9;;85.0
2248;16.5;;85.0;28.0;;84.6;11.0;;84.6;0.0;;85.0;11.0;;85.0;38.0;;85.0
2249;15.8;;85.0;29.2;;84.5;11.0;;84.5;0.0;;85.0;11.0;;85.0;40.3;;85.0
2250;17.5;;85.0;28.6;;84.5;11.0;;84.5;0.0;;85.0;11.0;;85.0;42.5;;85.0
2251;21.1;;85.0;30.1;;84.4;11.0;;84.4;0.0;;85.0;11.0;;85.0;44.1;;85.0
2252;24.7;;85.0;33.4;;84.4;9.7;;84.4;0.0;;85.0;11.0;;85.0;45.3;;85.0
2253;27.6;;85.0;36.5;;84.3;6.8;;84.3;0.0;;85.0;11.0;;85.0;47.1;;85.0
2254;28.3;;85.0;39.5;;84.3;3.6;;84.3;0.9;;85.0;11.0;;85.0;46.3;;85.0
2255;27.8;;85.0;42.3;;84.3;1.0;;84.3;3.4;;85.0;11.0;;85.0;42.8;;85.0
2256;29.6;;85.0;45.0;;84.2;0.0;;84.2;6.7;;85.0;11.0;;85.0;39.2;;85.0
2257;32.9;;85.0;47.0;;84.2;0.0;;84.2;9.2;;85.0;11.0;;85.0;36.7;;85.0
2258;36.1;;85.0;46.9;;84.2;0.0;;84.2;10.0;;85.0;11.0;;85.0;36.0;;85.0
2259;39.1;;85.0;45.8;;84.2;0.0;;84.2;10.5;;85.0;11.0;;85.0;36.0;;85.0
2260;41.9;;85.0;46.4;;84.2;0.0;;84.2;11.0;;85.0;11.0;;85.0;36.0;;85.0
2261;44.6;;85.0;47.7;;84.3;0.0;;84.3;11.0;;85.0;10.3;;85.0;36.0;;85.0
2262;45.3;;85.0;48.0;;84.4;0.0;;84.4;11.0;;85.0;8.1;;85.0;36.0;;85.0
2263;43.7;;85.0;48.0;;84.4;0.0;;84.4;11.0;;85.0;4.9;;85.0;34.4;;85.0
2264;43.9;;85.0;48.0;;84.5;0.0;;84.5;11.0;;85.0;1.9;;85.0;31.0;;85.0
2265;46.2;;85.0;48.0;;84.6;0.0;;84.6;11.0;;85.0;0.2;;85.0;27.5;;85.0
2266;47.8;;85.0;48.0;;84.7;0.0;;84.7;11.0;;85.0;0.0;;85.0;24.0;;85.0
2267;48.0;;85.0;48.0;;84.8;0.0;;84.8;11.0;;85.0;0.0;;85.0;20.6;;85.0
2268;48.0;;85.0;48.0;;84.9;0.0;;84.9;11.0;;85.0;0.0;;85.0;17.1;;85.0
2269;48.0;;85.0;48.0;;85.0;0.0;;85.0;11.0;;85.0;0.0;;85.0;13.6;;85.0
2270;48.0;;85.0;48.0;;85.0;0.0;;85.0;11.0;;85.0;0.0;;85.0;10.2;;85.0
2271;48.0;;85.0;48.0;;85.0;0.0;;85.0;11.0;;85.0;0.0;;85.0;6.8;;85.0
2272;48.0;;85.0;48.0;;85.0;0.0;;85.0;11.0;;85.0;0.0;;85.0;3.4;;85.0
2273;48.0;;85.0;48.0;;85.0;0.0;;85.0;11.0;;85.0;0.0;;85.0;0.9;;85.0
2274;48.0;;85.0;48.0;;85.0;0.0;;85.0;11.0;;85.0;0.0;;85.0;0.0;;85.0
2275;48.0;;85.0;48.0;;85.0;0.7;;85.0;11.0;;85.0;0.0;;85.0;0.0;;85.0
2276;48.0;;85.0;48.0;;85.0;3.1;;85.0;11.0;;85.0;0.0;;85.0;0.0;;85.0
2277;48.0;;85.0;48.0;;85.0;6.5;;85.0;11.0;;85.0;0.0;;85.0;0.0;;85.0
2278;48.0;;85.0;48.0;;85.0;9.0;;85.0;11.0;;85.0;0.0;;85.0;0.0;;85.0
2279;48.0;;85.0;48.0;;85.0;9.6;;85.0;11.0;;85.0;0.0;;85.0;0.0;;85.0
2280;48.0;;85.0;48.0;;85.0;10.1;;85.0;11.0;;85.0;0.0;;85.0;0.0;;85.0
2281;48.0;;85.0;48.0;;85.0;12.6;;85.0;11.0;;85.0;0.0;;85.0;0.0;;85.0
2282;48.0;;85.0;48.0;;85.0;16.1;;85.0;11.0;;85.0;0.0;;85.0;0.0;;85.0
2283;48.0;;85.0;48.0;;85.0;19.7;;85.0;11.0;;85.0;0.0;;85.0;0.0;;85.0
2284;48.0;;85.0;47.6;;85.0;21.9;;85.0;11.0;;85.0;0.0;;85.0;0.0;;85.0
2285;48.0;;85.0;45.4;;85.0;22.1;;85.0;11.0;;85.0;1.6;;85.0;0.0;;85.0
2286;48.0;;85.0;41.8;;85.0;22.9;;85.0;11.0;;85.0;4.9;;85.0;0.0;;85.0
2287;48.0;;85.0;39.0;;85.0;25.4;;85.0;11.0;;85.0;7.6;;85.0;0.0;;85.0
2288;48.0;;85.0;38.0;;85.0;28.3;;85.0;11.0;;85.0;9.0;;85.0;0.0;;85.0
2289;48.0;;85.0;38.0;;85.0;31.0;;85.0;11.0;;85.0;11.3;;85.0;0.0;;85.0
2290;46.4;;85.0;38.0;;85.0;33.4;;85.0;9.4;;85.0;14.7;;85.0;0.0;;85.0
2291;43.0;;85.0;38.0;;85.0;35.6;;85.0;6.0;;85.0;16.2;;85.0;0.0;;85.0
2292;39.6;;85.0;38.3;;85.0;37.5;;85.0;2.6;;85.0;17.8;;85.0;0.0;;85.0
2293;38.0;;85.0;38.2;;85.0;38.0;;85.0;0.4;;85.0;20.8;;85.0;0.8;;85.0
2294;38.0;;85.0;37.7;;85.0;37.0;;85.0;0.0;;85.0;22.2;;85.0;3.4;;85.0
2295;38.0;;85.0;39.1;;85.0;36.7;;85.0;0.0;;85.0;23.6;;85.0;6.9;;85.0
2296;38.0;;85.0;41.9;;85.0;37.6;;85.0;0.0;;85.0;26.3;;85.0;8.8;;85.0
2297;38.7;;85.0;44.6;;85.0;38.7;;85.0;0.0;;85.0;27.8;;85.0;10.0;;85.0
2298;40.9;;85.0;46.9;;85.0;39.8;;85.0;0.0;;85.0;28.4;;85.0;11.0;;85.0
2299;43.6;;85.0;47.9;;85.0;40.9;;85.0;0.0;;85.0;30.0;;85.0;11.0;;85.0
2300;46.2;;85.0;47.9;;85.0;42.1;;85.0;0.0;;85.0;32.0;;85.0;11.0;;85.0
2301;47.7;;85.0;47.9;;85.0;43.3;;85.0;0.0;;85.0;33.4;;85.0;11.0;;85.0
2302;47.9;;85.0;47.9;;85.0;44.5;;85.0;0.0;;85.0;33.6;;85.0;11.0;;85.0
2303;47.9;;85.0;47.9;;85.0;45.8;;85.0;0.0;;85.0;33.8;;85.0;11.0;;85.0
2304;47.9;;85.0;47.9;;85.0;47.1;;85.0;0.0;;85.0;34.8;;85.0;11.0;;85.0
2305;47.9;;85.0;47.9;;85.0;47.5;;85.0;0.0;;85.0;35.9;;85.0;11.0;;85.0
2306;47.9;;85.0;47.9;;85.0;46.8;;85.0;0.0;;85.0;37.0;;85.0;11.0;;85.0
2307;47.9;;85.0;48.2;;85.0;46.7;;85.0;0.0;;85.0;38.1;;85.0;11.0;;85.0
2308;47.9;;85.0;49.6;;85.0;47.4;;85.0;0.0;;85.0;39.2;;85.0;11.0;;85.0
2309;47.9;;85.0;51.8;;85.0;48.0;;85.0;0.0;;85.0;40.2;;85.0;11.0;;85.0
2310;47.9;;85.0;53.9;;85.0;48.0;;85.0;0.0;;85.0;41.2;;85.0;11.0;;85.0
2311;47.9;;85.0;54.9;;85.0;48.0;;85.0;0.0;;85.0;42.3;;85.0;11.0;;85.0
2312;48.7;;85.0;55.0;;85.0;48.0;;85.0;0.0;;85.0;43.0;;85.0;11.0;;85.0
2313;50.7;;85.0;55.0;;85.0;48.0;;85.0;1.0;;85.0;43.0;;85.0;11.0;;85.0
2314;53.0;;85.0;55.0;;85.0;48.0;;85.0;3.5;;85.0;43.1;;85.0;11.0;;85.0
2315;54.5;;85.0;55.0;;85.0;48.0;;85.0;6.6;;85.0;44.0;;85.0;11.0;;85.0
2316;55.0;;85.0;55.0;;85.0;48.0;;85.0;10.1;;85.0;45.1;;85.0;11.0;;85.0
2317;55.0;;85.0;55.0;;85.0;48.0;;85.0;11.9;;85.0;46.3;;85.0;11.0;;85.0
2318;55.0;;85.0;55.0;;85.0;48.0;;85.0;11.8;;85.0;47.3;;85.0;11.0;;85.0
2319;55.0;;85.0;55.0;;85.0;48.0;;85.0;13.0;;85.0;47.6;;85.0;11.0;;85.0
2320;55.0;;85.0;55.0;;85.0;48.0;;85.0;15.9;;85.0;47.8;;84.9;11.0;;85.0
2321;55.0;;85.0;55.0;;85.0;48.0;;85.0;19.0;;85.0;48.0;;84.7;11.0;;85.0
2322;55.0;;85.0;55.0;;85.0;48.0;;85.0;21.8;;85.0;48.0;;84.6;11.0;;85.0
2323;55.0;;85.0;53.5;;85.0;48.0;;85.0;22.9;;85.0;48.0;;84.4;11.0;;85.0
2324;55.0;;85.0;50.2;;85.0;47.3;;85.0;22.5;;85.0;48.0;;84.3;11.0;;85.0
2325;55.0;;85.0;48.2;;85.0;44.8;;85.0;23.2;;85.0;48.0;;84.2;11.0;;85.0
2326;55.0;;85.0;48.0;;85.0;41.2;;85.0;25.1;;85.0;48.0;;84.1;11.0;;85.0
2327;54.5;;85.0;48.0;;85.0;38.7;;85.0;27.0;;85.0;48.0;;83.9;11.0;;85.0
2328;52.4;;85.0;47.7;;85.0;38.0;;85.0;28.8;;85.0;48.0;;83.8;10.8;;85.0
2329;49.4;;85.0;47.0;;85.0;38.0;;85.0;30.4;;85.0;48.0;;83.7;9.0;;85.0
2330;48.0;;85.0;47.6;;85.0;38.0;;85.0;31.8;;85.0;48.0;;83.6;5.9;;85.0
2331;48.0;;85.0;49.8;;85.0;38.0;;85.0;33.1;;85.0;48.0;;83.5;2.9;;85.0
2332;48.4;;85.0;52.1;;85.0;37.7;;85.0;34.2;;85.0;48.0;;83.4;0.7;;85.0
2333;50.1;;85.0;54.3;;85.0;37.0;;85.0;35.2;;85.0;48.0;;83.3;0.0;;85.0
2334;52.3;;85.0;56.3;;85.0;37.2;;85.0;36.0;;85.0;48.0;;83.2;0.0;;85.0
2335;54.5;;85.0;57.5;;85.0;38.7;;85.0;36.8;;85.0;46.3;;83.1;0.0;;85.0
2336;56.6;;85.0;57.7;;85.0;40.8;;85.0;37.5;;85.0;42.7;;83.1;0.0;;85.0
2337;57.6;;85.0;57.7;;85.0;43.0;;85.0;38.2;;85.0;39.5;;83.1;0.0;;85.0
2338;57.7;;85.0;57.7;;85.0;45.2;;85.0;38.6;;85.0;38.0;;83.1;0.0;;85.0
2339;57.7;;85.0;57.7;;85.0;47.1;;85.0;38.2;;85.0;38.0;;83.1;0.0;;85.0
2340;57.7;;85.0;57.7;;85.0;47.9;;85.0;37.1;;85.0;38.0;;83.1;0.0;;85.0
2341;57.7;;85.0;57.7;;85.0;47.9;;85.0;37.0;;85.0;38.0;;83.1;0.0;;85.0
2342;57.7;;85.0;57.7;;85.0;47.9;;85.0;37.6;;85.0;38.0;;83.1;0.0;;85.0
2343;57.7;;85.0;57.7;;85.0;47.9;;85.0;38.3;;85.0;37.9;;83.2;0.0;;85.0
2344;57.7;;85.0;57.5;;85.0;47.9;;85.0;39.2;;85.0;38.1;;83.3;0.0;;85.0
2345;57.7;;85.0;57.1;;85.0;47.9;;85.0;40.1;;85.0;39.3;;83.4;0.0;;85.0
2346;57.7;;85.0;56.5;;85.0;47.9;;85.0;41.1;;85.0;40.9;;83.5;0.0;;85.0
